,name,month_year,scans_per_month,lat,lon,date
1213,Datum Data Co. Ltd.,2012-04,20441,22.50635114,114.0501618,2012-04-01 00:00:00
1214,Datum Data Co. Ltd.,2012-05,22911,22.50635114,114.0501618,2012-05-01 00:00:00
1215,Datum Data Co. Ltd.,2012-06,20660,22.50635114,114.0501618,2012-06-01 00:00:00
1216,Datum Data Co. Ltd.,2012-07,20097,22.50635114,114.0501618,2012-07-01 00:00:00
1217,Datum Data Co. Ltd.,2012-08,26482,22.50635114,114.0501618,2012-08-01 00:00:00
1218,Datum Data Co. Ltd.,2012-09,22908,22.50635114,114.0501618,2012-09-01 00:00:00
1219,Datum Data Co. Ltd.,2012-10,13451,22.50635114,114.0501618,2012-10-01 00:00:00
1220,Datum Data Co. Ltd.,2012-11,56,22.50635114,114.0501618,2012-11-01 00:00:00
1221,Datum Data Co. Ltd.,2012-12,4690,22.50635114,114.0501618,2012-12-01 00:00:00
1222,Datum Data Co. Ltd.,2013-01,1417,22.50635114,114.0501618,2013-01-01 00:00:00
1223,Datum Data Co. Ltd.,2013-02,195,22.50635114,114.0501618,2013-02-01 00:00:00
1224,Datum Data Co. Ltd.,2013-03,1270,22.50635114,114.0501618,2013-03-01 00:00:00
1225,Datum Data Co. Ltd.,2013-04,1482,22.50635114,114.0501618,2013-04-01 00:00:00
1226,Datum Data Co. Ltd.,2013-05,178,22.50635114,114.0501618,2013-05-01 00:00:00
1227,Datum Data Co. Ltd.,2013-06,1082,22.50635114,114.0501618,2013-06-01 00:00:00
1228,Datum Data Co. Ltd.,2013-07,1654,22.50635114,114.0501618,2013-07-01 00:00:00
1229,Datum Data Co. Ltd.,2013-08,1732,22.50635114,114.0501618,2013-08-01 00:00:00
1230,Datum Data Co. Ltd.,2013-09,1850,22.50635114,114.0501618,2013-09-01 00:00:00
1231,Datum Data Co. Ltd.,2013-10,3170,22.50635114,114.0501618,2013-10-01 00:00:00
1232,Datum Data Co. Ltd.,2013-11,3095,22.50635114,114.0501618,2013-11-01 00:00:00
1233,Datum Data Co. Ltd.,2013-12,3442,22.50635114,114.0501618,2013-12-01 00:00:00
1234,Datum Data Co. Ltd.,2014-01,3107,22.50635114,114.0501618,2014-01-01 00:00:00
1235,Datum Data Co. Ltd.,2014-02,394,22.50635114,114.0501618,2014-02-01 00:00:00
1236,Datum Data Co. Ltd.,2014-03,3057,22.50635114,114.0501618,2014-03-01 00:00:00
1237,Datum Data Co. Ltd.,2014-04,2726,22.50635114,114.0501618,2014-04-01 00:00:00
1238,Datum Data Co. Ltd.,2014-05,1979,22.50635114,114.0501618,2014-05-01 00:00:00
1239,Datum Data Co. Ltd.,2014-06,1983,22.50635114,114.0501618,2014-06-01 00:00:00
1240,Datum Data Co. Ltd.,2014-07,1554,22.50635114,114.0501618,2014-07-01 00:00:00
1241,Datum Data Co. Ltd.,2014-08,2265,22.50635114,114.0501618,2014-08-01 00:00:00
1242,Datum Data Co. Ltd.,2014-09,2817,22.50635114,114.0501618,2014-09-01 00:00:00
1243,Datum Data Co. Ltd.,2014-10,1272,22.50635114,114.0501618,2014-10-01 00:00:00
1244,Datum Data Co. Ltd.,2014-11,1345,22.50635114,114.0501618,2014-11-01 00:00:00
1245,Datum Data Co. Ltd.,2014-12,1227,22.50635114,114.0501618,2014-12-01 00:00:00
1246,Datum Data Co. Ltd.,2015-01,1575,22.50635114,114.0501618,2015-01-01 00:00:00
1247,Datum Data Co. Ltd.,2015-02,1495,22.50635114,114.0501618,2015-02-01 00:00:00
1248,Datum Data Co. Ltd.,2015-03,3311,22.50635114,114.0501618,2015-03-01 00:00:00
1249,Datum Data Co. Ltd.,2015-04,1550,22.50635114,114.0501618,2015-04-01 00:00:00
1250,Datum Data Co. Ltd.,2015-05,261,22.50635114,114.0501618,2015-05-01 00:00:00
1251,Datum Data Co. Ltd.,2015-06,500,22.50635114,114.0501618,2015-06-01 00:00:00
1252,Datum Data Co. Ltd.,2015-07,544,22.50635114,114.0501618,2015-07-01 00:00:00
1253,Datum Data Co. Ltd.,2015-08,2149,22.50635114,114.0501618,2015-08-01 00:00:00
1254,Datum Data Co. Ltd.,2015-09,3449,22.50635114,114.0501618,2015-09-01 00:00:00
1255,Datum Data Co. Ltd.,2015-10,3928,22.50635114,114.0501618,2015-10-01 00:00:00
1256,Datum Data Co. Ltd.,2015-11,3905,22.50635114,114.0501618,2015-11-01 00:00:00
1257,Datum Data Co. Ltd.,2015-12,4342,22.50635114,114.0501618,2015-12-01 00:00:00
1258,Datum Data Co. Ltd.,2016-01,3241,22.50635114,114.0501618,2016-01-01 00:00:00
1259,Datum Data Co. Ltd.,2016-02,1350,22.50635114,114.0501618,2016-02-01 00:00:00
1260,Datum Data Co. Ltd.,2016-03,939,22.50635114,114.0501618,2016-03-01 00:00:00
1261,Datum Data Co. Ltd.,2016-04,1,22.50635114,114.0501618,2016-04-01 00:00:00
1262,Datum Data Co. Ltd.,2016-06,1,22.50635114,114.0501618,2016-06-01 00:00:00
1263,Datum Data Co. Ltd.,2016-07,40,22.50635114,114.0501618,2016-07-01 00:00:00
1264,Datum Data Co. Ltd.,2016-08,9,22.50635114,114.0501618,2016-08-01 00:00:00
1265,Datum Data Co. Ltd.,2016-10,3,22.50635114,114.0501618,2016-10-01 00:00:00
1266,Datum Data Co. Ltd.,2016-11,12,22.50635114,114.0501618,2016-11-01 00:00:00
1267,Datum Data Co. Ltd.,2016-12,19,22.50635114,114.0501618,2016-12-01 00:00:00
1268,Datum Data Co. Ltd.,2017-04,8,22.50635114,114.0501618,2017-04-01 00:00:00
1269,Datum Data Co. Ltd.,2017-05,1,22.50635114,114.0501618,2017-05-01 00:00:00
1270,Datum Data Co. Ltd.,2019-10,1,22.50635114,114.0501618,2019-10-01 00:00:00
1271,Duke University,2008-11,2,36.00354706,-78.93830223,2008-11-01 00:00:00
1272,Duke University,2009-01,2,36.00354706,-78.93830223,2009-01-01 00:00:00
1273,Duke University,2010-04,97,36.00354706,-78.93830223,2010-04-01 00:00:00
1274,Duke University,2010-05,160,36.00354706,-78.93830223,2010-05-01 00:00:00
1275,Duke University,2010-06,114,36.00354706,-78.93830223,2010-06-01 00:00:00
1276,Duke University,2010-07,103,36.00354706,-78.93830223,2010-07-01 00:00:00
1277,Duke University,2010-08,200,36.00354706,-78.93830223,2010-08-01 00:00:00
1278,Duke University,2010-09,189,36.00354706,-78.93830223,2010-09-01 00:00:00
1279,Duke University,2010-10,289,36.00354706,-78.93830223,2010-10-01 00:00:00
1280,Duke University,2010-11,30,36.00354706,-78.93830223,2010-11-01 00:00:00
1281,Duke University,2010-12,653,36.00354706,-78.93830223,2010-12-01 00:00:00
1282,Duke University,2011-01,776,36.00354706,-78.93830223,2011-01-01 00:00:00
1283,Duke University,2011-02,469,36.00354706,-78.93830223,2011-02-01 00:00:00
1284,Duke University,2011-03,212,36.00354706,-78.93830223,2011-03-01 00:00:00
1285,Duke University,2011-04,175,36.00354706,-78.93830223,2011-04-01 00:00:00
1286,Duke University,2011-05,159,36.00354706,-78.93830223,2011-05-01 00:00:00
1287,Duke University,2011-06,165,36.00354706,-78.93830223,2011-06-01 00:00:00
1288,Duke University,2011-07,158,36.00354706,-78.93830223,2011-07-01 00:00:00
1289,Duke University,2011-08,179,36.00354706,-78.93830223,2011-08-01 00:00:00
1290,Duke University,2011-09,185,36.00354706,-78.93830223,2011-09-01 00:00:00
1291,Duke University,2011-10,218,36.00354706,-78.93830223,2011-10-01 00:00:00
1292,Duke University,2011-11,204,36.00354706,-78.93830223,2011-11-01 00:00:00
1293,Duke University,2011-12,138,36.00354706,-78.93830223,2011-12-01 00:00:00
1294,Duke University,2012-01,86,36.00354706,-78.93830223,2012-01-01 00:00:00
1295,Duke University,2012-02,154,36.00354706,-78.93830223,2012-02-01 00:00:00
1296,Duke University,2012-03,37,36.00354706,-78.93830223,2012-03-01 00:00:00
1297,Duke University,2012-04,54,36.00354706,-78.93830223,2012-04-01 00:00:00
1298,Duke University,2012-05,87,36.00354706,-78.93830223,2012-05-01 00:00:00
1299,Duke University,2012-06,105,36.00354706,-78.93830223,2012-06-01 00:00:00
1300,Duke University,2012-07,87,36.00354706,-78.93830223,2012-07-01 00:00:00
1301,Duke University,2012-08,228,36.00354706,-78.93830223,2012-08-01 00:00:00
1302,Duke University,2012-09,92,36.00354706,-78.93830223,2012-09-01 00:00:00
1303,Duke University,2012-10,157,36.00354706,-78.93830223,2012-10-01 00:00:00
1304,Duke University,2012-11,182,36.00354706,-78.93830223,2012-11-01 00:00:00
1305,Duke University,2012-12,191,36.00354706,-78.93830223,2012-12-01 00:00:00
1306,Duke University,2013-01,551,36.00354706,-78.93830223,2013-01-01 00:00:00
1307,Duke University,2013-02,335,36.00354706,-78.93830223,2013-02-01 00:00:00
1308,Duke University,2013-03,395,36.00354706,-78.93830223,2013-03-01 00:00:00
1309,Duke University,2013-04,224,36.00354706,-78.93830223,2013-04-01 00:00:00
1310,Duke University,2013-05,237,36.00354706,-78.93830223,2013-05-01 00:00:00
1311,Duke University,2013-06,208,36.00354706,-78.93830223,2013-06-01 00:00:00
1312,Duke University,2013-07,184,36.00354706,-78.93830223,2013-07-01 00:00:00
1313,Duke University,2013-08,199,36.00354706,-78.93830223,2013-08-01 00:00:00
1314,Duke University,2013-09,181,36.00354706,-78.93830223,2013-09-01 00:00:00
1315,Duke University,2013-10,227,36.00354706,-78.93830223,2013-10-01 00:00:00
1316,Duke University,2013-11,186,36.00354706,-78.93830223,2013-11-01 00:00:00
1317,Duke University,2013-12,158,36.00354706,-78.93830223,2013-12-01 00:00:00
1318,Duke University,2014-01,136,36.00354706,-78.93830223,2014-01-01 00:00:00
1319,Duke University,2014-02,254,36.00354706,-78.93830223,2014-02-01 00:00:00
1320,Duke University,2014-03,213,36.00354706,-78.93830223,2014-03-01 00:00:00
1321,Duke University,2014-04,408,36.00354706,-78.93830223,2014-04-01 00:00:00
1322,Duke University,2014-05,205,36.00354706,-78.93830223,2014-05-01 00:00:00
1323,Duke University,2014-06,293,36.00354706,-78.93830223,2014-06-01 00:00:00
1324,Duke University,2014-07,240,36.00354706,-78.93830223,2014-07-01 00:00:00
1325,Duke University,2014-08,233,36.00354706,-78.93830223,2014-08-01 00:00:00
1326,Duke University,2014-09,301,36.00354706,-78.93830223,2014-09-01 00:00:00
1327,Duke University,2014-10,474,36.00354706,-78.93830223,2014-10-01 00:00:00
1328,Duke University,2014-11,498,36.00354706,-78.93830223,2014-11-01 00:00:00
1329,Duke University,2014-12,110,36.00354706,-78.93830223,2014-12-01 00:00:00
1330,Duke University,2015-01,88,36.00354706,-78.93830223,2015-01-01 00:00:00
1331,Duke University,2015-02,100,36.00354706,-78.93830223,2015-02-01 00:00:00
1332,Duke University,2015-03,163,36.00354706,-78.93830223,2015-03-01 00:00:00
1333,Duke University,2015-04,147,36.00354706,-78.93830223,2015-04-01 00:00:00
1334,Duke University,2015-05,129,36.00354706,-78.93830223,2015-05-01 00:00:00
1335,Duke University,2015-06,134,36.00354706,-78.93830223,2015-06-01 00:00:00
1336,Duke University,2015-07,164,36.00354706,-78.93830223,2015-07-01 00:00:00
1337,Duke University,2015-08,161,36.00354706,-78.93830223,2015-08-01 00:00:00
1338,Duke University,2015-09,99,36.00354706,-78.93830223,2015-09-01 00:00:00
1339,Duke University,2015-10,259,36.00354706,-78.93830223,2015-10-01 00:00:00
1340,Duke University,2015-11,117,36.00354706,-78.93830223,2015-11-01 00:00:00
1341,Duke University,2015-12,76,36.00354706,-78.93830223,2015-12-01 00:00:00
1342,Duke University,2016-01,114,36.00354706,-78.93830223,2016-01-01 00:00:00
1343,Duke University,2016-02,125,36.00354706,-78.93830223,2016-02-01 00:00:00
1344,Duke University,2016-03,93,36.00354706,-78.93830223,2016-03-01 00:00:00
1345,Duke University,2016-04,168,36.00354706,-78.93830223,2016-04-01 00:00:00
1346,Duke University,2016-05,103,36.00354706,-78.93830223,2016-05-01 00:00:00
1347,Duke University,2016-06,107,36.00354706,-78.93830223,2016-06-01 00:00:00
1348,Duke University,2016-07,99,36.00354706,-78.93830223,2016-07-01 00:00:00
1349,Duke University,2016-08,81,36.00354706,-78.93830223,2016-08-01 00:00:00
1350,Duke University,2016-09,156,36.00354706,-78.93830223,2016-09-01 00:00:00
1351,Duke University,2016-10,104,36.00354706,-78.93830223,2016-10-01 00:00:00
1352,Duke University,2016-11,122,36.00354706,-78.93830223,2016-11-01 00:00:00
1353,Duke University,2016-12,108,36.00354706,-78.93830223,2016-12-01 00:00:00
1354,Duke University,2017-01,106,36.00354706,-78.93830223,2017-01-01 00:00:00
1355,Duke University,2017-02,94,36.00354706,-78.93830223,2017-02-01 00:00:00
1356,Duke University,2017-03,33,36.00354706,-78.93830223,2017-03-01 00:00:00
1357,Duke University,2017-04,59,36.00354706,-78.93830223,2017-04-01 00:00:00
1358,Duke University,2017-05,165,36.00354706,-78.93830223,2017-05-01 00:00:00
1359,Duke University,2017-06,168,36.00354706,-78.93830223,2017-06-01 00:00:00
1360,Duke University,2017-07,131,36.00354706,-78.93830223,2017-07-01 00:00:00
1361,Duke University,2017-08,147,36.00354706,-78.93830223,2017-08-01 00:00:00
1362,Duke University,2017-09,133,36.00354706,-78.93830223,2017-09-01 00:00:00
1363,Duke University,2017-10,106,36.00354706,-78.93830223,2017-10-01 00:00:00
1364,Duke University,2017-11,146,36.00354706,-78.93830223,2017-11-01 00:00:00
1365,Duke University,2017-12,107,36.00354706,-78.93830223,2017-12-01 00:00:00
1366,Duke University,2018-01,102,36.00354706,-78.93830223,2018-01-01 00:00:00
1367,Duke University,2018-02,158,36.00354706,-78.93830223,2018-02-01 00:00:00
1368,Duke University,2018-03,96,36.00354706,-78.93830223,2018-03-01 00:00:00
1369,Duke University,2018-04,101,36.00354706,-78.93830223,2018-04-01 00:00:00
1370,Duke University,2018-05,141,36.00354706,-78.93830223,2018-05-01 00:00:00
1371,Duke University,2018-06,76,36.00354706,-78.93830223,2018-06-01 00:00:00
1372,Duke University,2018-07,48,36.00354706,-78.93830223,2018-07-01 00:00:00
1373,Duke University,2018-08,72,36.00354706,-78.93830223,2018-08-01 00:00:00
1374,Duke University,2018-09,14,36.00354706,-78.93830223,2018-09-01 00:00:00
1375,Duke University,2018-10,91,36.00354706,-78.93830223,2018-10-01 00:00:00
1376,Duke University,2018-11,151,36.00354706,-78.93830223,2018-11-01 00:00:00
1377,Duke University,2018-12,42,36.00354706,-78.93830223,2018-12-01 00:00:00
1378,Duke University,2019-01,43,36.00354706,-78.93830223,2019-01-01 00:00:00
1379,Duke University,2019-02,31,36.00354706,-78.93830223,2019-02-01 00:00:00
1380,Duke University,2019-03,54,36.00354706,-78.93830223,2019-03-01 00:00:00
1381,Duke University,2019-04,105,36.00354706,-78.93830223,2019-04-01 00:00:00
1382,Duke University,2019-05,12,36.00354706,-78.93830223,2019-05-01 00:00:00
1383,Duke University,2019-06,32,36.00354706,-78.93830223,2019-06-01 00:00:00
1384,Duke University,2019-07,96,36.00354706,-78.93830223,2019-07-01 00:00:00
1385,Duke University,2019-08,71,36.00354706,-78.93830223,2019-08-01 00:00:00
1386,Duke University,2019-09,88,36.00354706,-78.93830223,2019-09-01 00:00:00
1387,Duke University,2019-10,17,36.00354706,-78.93830223,2019-10-01 00:00:00
1388,Duke University,2019-11,13,36.00354706,-78.93830223,2019-11-01 00:00:00
1389,Duke University,2019-12,8,36.00354706,-78.93830223,2019-12-01 00:00:00
1390,Duke University,2020-01,20,36.00354706,-78.93830223,2020-01-01 00:00:00
1391,Duke University,2020-02,23,36.00354706,-78.93830223,2020-02-01 00:00:00
1392,Duke University,2020-03,18,36.00354706,-78.93830223,2020-03-01 00:00:00
1393,Duke University,2020-07,12,36.00354706,-78.93830223,2020-07-01 00:00:00
1394,Duke University,2020-08,15,36.00354706,-78.93830223,2020-08-01 00:00:00
1395,Duke University,2020-09,105,36.00354706,-78.93830223,2020-09-01 00:00:00
1396,Duke University,2020-10,47,36.00354706,-78.93830223,2020-10-01 00:00:00
1397,Duke University,2020-11,39,36.00354706,-78.93830223,2020-11-01 00:00:00
1398,Duke University,2020-12,31,36.00354706,-78.93830223,2020-12-01 00:00:00
1399,Duke University,2021-01,111,36.00354706,-78.93830223,2021-01-01 00:00:00
1400,Duke University,2021-02,107,36.00354706,-78.93830223,2021-02-01 00:00:00
1401,Duke University,2021-03,110,36.00354706,-78.93830223,2021-03-01 00:00:00
1402,Duke University,2021-04,64,36.00354706,-78.93830223,2021-04-01 00:00:00
1403,Duke University,2021-05,82,36.00354706,-78.93830223,2021-05-01 00:00:00
1404,Duke University,2021-06,140,36.00354706,-78.93830223,2021-06-01 00:00:00
1405,Duke University,2021-07,123,36.00354706,-78.93830223,2021-07-01 00:00:00
1406,Duke University,2021-08,94,36.00354706,-78.93830223,2021-08-01 00:00:00
1407,Duke University,2021-09,82,36.00354706,-78.93830223,2021-09-01 00:00:00
1408,Duke University,2021-10,63,36.00354706,-78.93830223,2021-10-01 00:00:00
1409,Duke University,2021-11,14,36.00354706,-78.93830223,2021-11-01 00:00:00
1410,Duke University,2021-12,40,36.00354706,-78.93830223,2021-12-01 00:00:00
1411,Duke University,2022-01,15,36.00354706,-78.93830223,2022-01-01 00:00:00
1412,Duke University,2022-02,40,36.00354706,-78.93830223,2022-02-01 00:00:00
1413,Duke University,2022-03,169,36.00354706,-78.93830223,2022-03-01 00:00:00
1414,Duke University,2022-04,121,36.00354706,-78.93830223,2022-04-01 00:00:00
1415,Duke University,2022-05,113,36.00354706,-78.93830223,2022-05-01 00:00:00
1416,Duke University,2022-06,155,36.00354706,-78.93830223,2022-06-01 00:00:00
1417,Duke University,2022-07,103,36.00354706,-78.93830223,2022-07-01 00:00:00
1418,Duke University,2022-08,146,36.00354706,-78.93830223,2022-08-01 00:00:00
1419,Duke University,2022-09,130,36.00354706,-78.93830223,2022-09-01 00:00:00
1420,Duke University,2022-10,111,36.00354706,-78.93830223,2022-10-01 00:00:00
1421,Duke University,2022-11,107,36.00354706,-78.93830223,2022-11-01 00:00:00
1422,Duke University,2022-12,87,36.00354706,-78.93830223,2022-12-01 00:00:00
1423,Duke University,2023-01,98,36.00354706,-78.93830223,2023-01-01 00:00:00
1424,Duke University,2023-02,97,36.00354706,-78.93830223,2023-02-01 00:00:00
1425,Duke University,2023-03,11,36.00354706,-78.93830223,2023-03-01 00:00:00
1426,Duke University,2023-04,8,36.00354706,-78.93830223,2023-04-01 00:00:00
1427,Duke University,2023-05,73,36.00354706,-78.93830223,2023-05-01 00:00:00
1428,Duke University,2023-06,2,36.00354706,-78.93830223,2023-06-01 00:00:00
1429,Ernst Mayr Library of the Museum of Comparative Zoology,2015-09,8,42.37690652,-71.11665402,2015-09-01 00:00:00
1430,Ernst Mayr Library of the Museum of Comparative Zoology,2015-10,16,42.37690652,-71.11665402,2015-10-01 00:00:00
1431,Ernst Mayr Library of the Museum of Comparative Zoology,2016-01,6,42.37690652,-71.11665402,2016-01-01 00:00:00
1432,Ernst Mayr Library of the Museum of Comparative Zoology,2016-03,8,42.37690652,-71.11665402,2016-03-01 00:00:00
1433,Ernst Mayr Library of the Museum of Comparative Zoology,2016-04,3,42.37690652,-71.11665402,2016-04-01 00:00:00
1434,Ernst Mayr Library of the Museum of Comparative Zoology,2016-06,13,42.37690652,-71.11665402,2016-06-01 00:00:00
1435,Ernst Mayr Library of the Museum of Comparative Zoology,2016-07,19,42.37690652,-71.11665402,2016-07-01 00:00:00
1436,Ernst Mayr Library of the Museum of Comparative Zoology,2016-08,5,42.37690652,-71.11665402,2016-08-01 00:00:00
1437,Ernst Mayr Library of the Museum of Comparative Zoology,2016-09,13,42.37690652,-71.11665402,2016-09-01 00:00:00
1438,Ernst Mayr Library of the Museum of Comparative Zoology,2016-10,10,42.37690652,-71.11665402,2016-10-01 00:00:00
1439,Ernst Mayr Library of the Museum of Comparative Zoology,2016-11,24,42.37690652,-71.11665402,2016-11-01 00:00:00
1440,Ernst Mayr Library of the Museum of Comparative Zoology,2016-12,29,42.37690652,-71.11665402,2016-12-01 00:00:00
